t,pressure
4.0200000000000005,95160.0
4.03,95160.0
4.04,95160.0
4.05,95030.0
4.0600000000000005,95030.0
4.07,95030.0
4.08,95030.0
4.09,95030.0
4.1,94900.0
4.11,94900.0
4.12,94900.0
4.13,94900.0
4.14,94900.0
4.15,94770.0
4.16,94770.0
4.17,94770.0
4.18,94770.0
4.19,94640.0
4.2,94640.0
4.21,94640.0
4.22,94640.0
4.23,94640.0
4.24,94510.0
4.25,94510.0
4.26,94510.0
4.2700000000000005,94510.0
4.28,94510.0
4.29,94380.0
4.3,94380.0
4.3100000000000005,94380.0
4.32,94380.0
4.33,94380.0
4.34,94250.0
4.3500000000000005,94250.0
4.36,94250.0
4.37,94250.0
4.38,94120.0
4.39,94120.0
4.4,94120.0
4.41,94120.0
4.42,94120.0
4.43,93990.0
4.44,93990.0
4.45,93990.0
4.46,93990.0
4.47,93990.0
4.48,93860.0
4.49,93860.0
4.5,93860.0
4.51,93860.0
4.5200000000000005,93730.0
4.53,93730.0
4.54,93730.0
4.55,93730.0
4.5600000000000005,93730.0
4.57,93600.0
4.58,93600.0
4.59,93600.0
4.6000000000000005,93600.0
4.61,93470.0
4.62,93470.0
4.63,93470.0
4.64,93470.0
4.65,93470.0
4.66,93340.0
4.67,93340.0
4.68,93340.0
4.69,93340.0
4.7,93340.0
4.71,93210.0
4.72,93210.0
4.73,93210.0
4.74,93210.0
4.75,93080.0
4.76,93080.0
4.7700000000000005,93080.0
4.78,93080.0
4.79,93080.0
4.8,92950.0
4.8100000000000005,92950.0
4.82,92950.0
4.83,92950.0
4.84,92820.0
4.8500000000000005,92820.0
4.86,92820.0
4.87,92820.0
4.88,92820.0
4.89,92690.0
4.9,92690.0
4.91,92690.0
4.92,92690.0
4.93,92560.0
4.94,92560.0
4.95,92560.0
4.96,92560.0
4.97,92560.0
4.98,92430.0
4.99,92430.0
5.0,92430.0
5.01,92430.0
5.0200000000000005,92300.0
5.03,92300.0
5.04,92300.0
5.05,92300.0
5.0600000000000005,92300.0
5.07,92170.0
5.08,92170.0
5.09,92170.0
5.1000000000000005,92170.0
5.11,92170.0
5.12,92040.0
5.13,92040.0
5.14,92040.0
5.15,92040.0
5.16,92040.0
5.17,91910.0
5.18,91910.0
5.19,91910.0
5.2,91910.0
5.21,91780.0
5.22,91780.0
5.23,91780.0
5.24,91780.0
5.25,91780.0
5.26,91650.0
5.2700000000000005,91650.0
5.28,91650.0
5.29,91650.0
5.3,91650.0
5.3100000000000005,91520.0
5.32,91520.0
5.33,91520.0
5.34,91520.0
5.3500000000000005,91520.0
5.36,91390.0
5.37,91390.0
5.38,91390.0
5.39,91390.0
5.4,91260.0
5.41,91260.0
5.42,91260.0
5.43,91260.0
5.44,91260.0
5.45,91130.0
5.46,91130.0
5.47,91130.0
5.48,91130.0
5.49,91130.0
5.5,91000.0
5.51,91000.0
5.5200000000000005,91000.0
5.53,91000.0
5.54,91000.0
5.55,90870.0
5.5600000000000005,90870.0
5.57,90870.0
5.58,90870.0
5.59,90870.0
5.6000000000000005,90740.0
5.61,90740.0
5.62,90740.0
5.63,90740.0
5.64,90740.0
5.65,90610.0
5.66,90610.0
5.67,90610.0
5.68,90610.0
5.69,90610.0
5.7,90480.0
5.71,90480.0
5.72,90480.0
5.73,90480.0
5.74,90350.0
5.75,90350.0
5.76,90350.0
5.7700000000000005,90350.0
5.78,90350.0
5.79,90220.0
5.8,90220.0
5.8100000000000005,90220.0
5.82,90220.0
5.83,90220.0
5.84,90090.0
5.8500000000000005,90090.0
5.86,90090.0
5.87,90090.0
5.88,90090.0
5.89,89960.0
5.9,89960.0
5.91,89960.0
5.92,89960.0
5.93,89960.0
5.94,89830.0
5.95,89830.0
5.96,89830.0
5.97,89830.0
5.98,89830.0
5.99,89700.0
6.0,89700.0
6.01,89700.0
6.0200000000000005,89700.0
6.03,89700.0
6.04,89570.0
6.05,89570.0
6.0600000000000005,89570.0
6.07,89570.0
6.08,89570.0
6.09,89570.0
6.1000000000000005,89440.0
6.11,89440.0
6.12,89440.0
6.13,89440.0
6.140000000000001,89440.0
6.15,89310.0
6.16,89310.0
6.17,89310.0
6.18,89310.0
6.19,89310.0
6.2,89180.0
6.21,89180.0
6.22,89180.0
6.23,89180.0
6.24,89180.0
6.25,89050.0
6.26,89050.0
6.2700000000000005,89050.0
6.28,89050.0
6.29,89050.0
6.3,88920.0
6.3100000000000005,88920.0
6.32,88920.0
6.33,88920.0
6.34,88920.0
6.3500000000000005,88920.0
6.36,88790.0
6.37,88790.0
6.38,88790.0
6.390000000000001,88790.0
6.4,88790.0
6.41,88660.0
6.42,88660.0
6.43,88660.0
6.44,88660.0
6.45,88660.0
6.46,88530.0
6.47,88530.0
6.48,88530.0
6.49,88530.0
6.5,88530.0
6.51,88400.0
6.5200000000000005,88400.0
6.53,88400.0
6.54,88400.0
6.55,88400.0
6.5600000000000005,88400.0
6.57,88270.0
6.58,88270.0
6.59,88270.0
6.6000000000000005,88270.0
6.61,88270.0
6.62,88140.0
6.63,88140.0
6.640000000000001,88140.0
6.65,88140.0
6.66,88140.0
6.67,88010.0
6.68,88010.0
6.69,88010.0
6.7,88010.0
6.71,88010.0
6.72,88010.0
6.73,87880.0
6.74,87880.0
6.75,87880.0
6.76,87880.0
6.7700000000000005,87880.0
6.78,87750.0
6.79,87750.0
6.8,87750.0
6.8100000000000005,87750.0
6.82,87750.0
6.83,87620.0
6.84,87620.0
6.8500000000000005,87620.0
6.86,87620.0
6.87,87620.0
6.88,87620.0
6.890000000000001,87490.0
6.9,87490.0
6.91,87490.0
6.92,87490.0
6.93,87490.0
6.94,87360.0
6.95,87360.0
6.96,87360.0
6.97,87360.0
6.98,87360.0
6.99,87360.0
7.0,87230.0
7.01,87230.0
7.0200000000000005,87230.0
7.03,87230.0
7.04,87230.0
7.05,87100.0
7.0600000000000005,87100.0
7.07,87100.0
7.08,87100.0
7.09,87100.0
7.1000000000000005,87100.0
7.11,86970.0
7.12,86970.0
7.13,86970.0
7.140000000000001,86970.0
7.15,86970.0
7.16,86970.0
7.17,86840.0
7.18,86840.0
7.19,86840.0
7.2,86840.0
7.21,86840.0
7.22,86710.0
7.23,86710.0
7.24,86710.0
7.25,86710.0
7.26,86710.0
7.2700000000000005,86710.0
7.28,86580.0
7.29,86580.0
7.3,86580.0
7.3100000000000005,86580.0
7.32,86580.0
7.33,86580.0
7.34,86450.0
7.3500000000000005,86450.0
7.36,86450.0
7.37,86450.0
7.38,86450.0
7.390000000000001,86320.0
7.4,86320.0
7.41,86320.0
7.42,86320.0
7.43,86320.0
7.44,86320.0
7.45,86190.0
7.46,86190.0
7.47,86190.0
7.48,86190.0
7.49,86190.0
7.5,86190.0
7.51,86060.0
7.5200000000000005,86060.0
7.53,86060.0
7.54,86060.0
7.55,86060.0
7.5600000000000005,86060.0
7.57,85930.0
7.58,85930.0
7.59,85930.0
7.6000000000000005,85930.0
7.61,85930.0
7.62,85930.0
7.63,85800.0
7.640000000000001,85800.0
7.65,85800.0
7.66,85800.0
7.67,85800.0
7.68,85670.0
7.69,85670.0
7.7,85670.0
7.71,85670.0
7.72,85670.0
7.73,85670.0
7.74,85540.0
7.75,85540.0
7.76,85540.0
7.7700000000000005,85540.0
7.78,85540.0
7.79,85540.0
7.8,85410.0
7.8100000000000005,85410.0
7.82,85410.0
7.83,85410.0
7.84,85410.0
7.8500000000000005,85410.0
7.86,85280.0
7.87,85280.0
7.88,85280.0
7.890000000000001,85280.0
7.9,85280.0
7.91,85280.0
7.92,85150.0
7.930000000000001,85150.0
7.94,85150.0
7.95,85150.0
7.96,85150.0
7.97,85150.0
7.98,85020.0
7.99,85020.0
8.0,85020.0
8.01,85020.0
8.02,85020.0
8.03,85020.0
8.040000000000001,84890.0
8.05,84890.0
8.06,84890.0
8.07,84890.0
8.08,84890.0
8.09,84890.0
8.1,84760.0
8.11,84760.0
8.120000000000001,84760.0
8.13,84760.0
8.14,84760.0
8.15,84760.0
8.16,84630.0
8.17,84630.0
8.18,84630.0
8.19,84630.0
8.2,84630.0
8.21,84630.0
8.22,84500.0
8.23,84500.0
8.24,84500.0
8.25,84500.0
8.26,84500.0
8.27,84500.0
8.28,84500.0
8.290000000000001,84370.0
8.3,84370.0
8.31,84370.0
8.32,84370.0
8.33,84370.0
8.34,84370.0
8.35,84240.0
8.36,84240.0
8.370000000000001,84240.0
8.38,84240.0
8.39,84240.0
8.4,84240.0
8.41,84110.0
8.42,84110.0
8.43,84110.0
8.44,84110.0
8.45,84110.0
8.46,84110.0
8.47,84110.0
8.48,83980.0
8.49,83980.0
8.5,83980.0
8.51,83980.0
8.52,83980.0
8.53,83980.0
8.540000000000001,83850.0
8.55,83850.0
8.56,83850.0
8.57,83850.0
8.58,83850.0
8.59,83850.0
8.6,83720.0
8.61,83720.0
8.620000000000001,83720.0
8.63,83720.0
8.64,83720.0
8.65,83720.0
8.66,83720.0
8.67,83590.0
8.68,83590.0
8.69,83590.0
8.700000000000001,83590.0
8.71,83590.0
8.72,83590.0
8.73,83460.0
8.74,83460.0
8.75,83460.0
8.76,83460.0
8.77,83460.0
8.78,83460.0
8.790000000000001,83460.0
8.8,83330.0
8.81,83330.0
8.82,83330.0
8.83,83330.0
8.84,83330.0
8.85,83330.0
8.86,83200.0
8.870000000000001,83200.0
8.88,83200.0
8.89,83200.0
8.9,83200.0
8.91,83200.0
8.92,83070.0
8.93,83070.0
8.94,83070.0
8.950000000000001,83070.0
8.96,83070.0
8.97,83070.0
8.98,83070.0
8.99,82940.0
9.0,82940.0
9.01,82940.0
9.02,82940.0
9.03,82940.0
9.040000000000001,82940.0
9.05,82940.0
9.06,82810.0
9.07,82810.0
9.08,82810.0
9.09,82810.0
9.1,82810.0
9.11,82810.0
9.120000000000001,82680.0
9.13,82680.0
9.14,82680.0
9.15,82680.0
9.16,82680.0
9.17,82680.0
9.18,82680.0
9.19,82550.0
9.200000000000001,82550.0
9.21,82550.0
9.22,82550.0
9.23,82550.0
9.24,82550.0
9.25,82550.0
9.26,82420.0
9.27,82420.0
9.28,82420.0
9.290000000000001,82420.0
9.3,82420.0
9.31,82420.0
9.32,82290.0
9.33,82290.0
9.34,82290.0
9.35,82290.0
9.36,82290.0
9.370000000000001,82290.0
9.38,82290.0
9.39,82160.0
9.4,82160.0
9.41,82160.0
9.42,82160.0
9.43,82160.0
9.44,82160.0
9.450000000000001,82160.0
9.46,82030.0
9.47,82030.0
9.48,82030.0
9.49,82030.0
9.5,82030.0
9.51,82030.0
9.52,82030.0
9.53,81900.0
9.540000000000001,81900.0
9.55,81900.0
9.56,81900.0
9.57,81900.0
9.58,81900.0
9.59,81900.0
9.6,81770.0
9.61,81770.0
9.620000000000001,81770.0
9.63,81770.0
9.64,81770.0
9.65,81770.0
9.66,81770.0
9.67,81640.0
9.68,81640.0
9.69,81640.0
9.700000000000001,81640.0
9.71,81640.0
9.72,81640.0
9.73,81640.0
9.74,81510.0
9.75,81510.0
9.76,81510.0
9.77,81510.0
9.78,81510.0
9.790000000000001,81510.0
9.8,81510.0
9.81,81510.0
9.82,81380.0
9.83,81380.0
9.84,81380.0
9.85,81380.0
9.86,81380.0
9.870000000000001,81380.0
9.88,81380.0
9.89,81250.0
9.9,81250.0
9.91,81250.0
9.92,81250.0
9.93,81250.0
9.94,81250.0
9.950000000000001,81250.0
9.96,81120.0
9.97,81120.0
9.98,81120.0
9.99,81120.0
10.0,81120.0
10.01,81120.0
10.02,81120.0
10.03,80990.0
10.040000000000001,80990.0
10.05,80990.0
10.06,80990.0
10.07,80990.0
10.08,80990.0
10.09,80990.0
10.1,80860.0
10.11,80860.0
10.120000000000001,80860.0
10.13,80860.0
10.14,80860.0
10.15,80860.0
10.16,80860.0
10.17,80860.0
10.18,80730.0
10.19,80730.0
10.200000000000001,80730.0
10.21,80730.0
10.22,80730.0
10.23,80730.0
10.24,80730.0
10.25,80600.0
10.26,80600.0
10.27,80600.0
10.28,80600.0
10.290000000000001,80600.0
10.3,80600.0
10.31,80600.0
10.32,80470.0
10.33,80470.0
10.34,80470.0
10.35,80470.0
10.36,80470.0
10.370000000000001,80470.0
10.38,80470.0
10.39,80470.0
10.4,80340.0
10.41,80340.0
10.42,80340.0
10.43,80340.0
10.44,80340.0
10.450000000000001,80340.0
10.46,80340.0
10.47,80210.0
10.48,80210.0
10.49,80210.0
10.5,80210.0
10.51,80210.0
10.52,80210.0
10.53,80210.0
10.540000000000001,80210.0
10.55,80080.0
10.56,80080.0
10.57,80080.0
10.58,80080.0
10.59,80080.0
10.6,80080.0
10.61,80080.0
10.620000000000001,79950.0
10.63,79950.0
10.64,79950.0
10.65,79950.0
10.66,79950.0
10.67,79950.0
10.68,79950.0
10.69,79950.0
10.700000000000001,79820.0
10.71,79820.0
10.72,79820.0
10.73,79820.0
10.74,79820.0
10.75,79820.0
10.76,79820.0
10.77,79820.0
10.78,79690.0
10.790000000000001,79690.0
10.8,79690.0
10.81,79690.0
10.82,79690.0
10.83,79690.0
10.84,79690.0
10.85,79690.0
10.86,79560.0
10.870000000000001,79560.0
10.88,79560.0
10.89,79560.0
10.9,79560.0
10.91,79560.0
10.92,79560.0
10.93,79560.0
10.94,79430.0
10.950000000000001,79430.0
10.96,79430.0
10.97,79430.0
10.98,79430.0
10.99,79430.0
11.0,79430.0
11.01,79430.0
11.02,79300.0
11.03,79300.0
11.040000000000001,79300.0
11.05,79300.0
11.06,79300.0
11.07,79300.0
11.08,79300.0
11.09,79300.0
11.1,79170.0
11.11,79170.0
11.120000000000001,79170.0
11.13,79170.0
11.14,79170.0
11.15,79170.0
11.16,79170.0
11.17,79170.0
11.18,79040.0
11.19,79040.0
11.200000000000001,79040.0
11.21,79040.0
11.22,79040.0
11.23,79040.0
11.24,79040.0
11.25,79040.0
11.26,78910.0
11.27,78910.0
11.28,78910.0
11.290000000000001,78910.0
11.3,78910.0
11.31,78910.0
11.32,78910.0
11.33,78910.0
11.34,78910.0
11.35,78780.0
11.36,78780.0
11.370000000000001,78780.0
11.38,78780.0
11.39,78780.0
11.4,78780.0
11.41,78780.0
11.42,78780.0
11.43,78650.0
11.44,78650.0
11.450000000000001,78650.0
11.46,78650.0
11.47,78650.0
11.48,78650.0
11.49,78650.0
11.5,78650.0
11.51,78520.0
11.52,78520.0
11.53,78520.0
11.540000000000001,78520.0
11.55,78520.0
11.56,78520.0
11.57,78520.0
11.58,78520.0
11.59,78520.0
11.6,78390.0
11.61,78390.0
11.620000000000001,78390.0
11.63,78390.0
11.64,78390.0
11.65,78390.0
11.66,78390.0
11.67,78390.0
11.68,78260.0
11.69,78260.0
11.700000000000001,78260.0
11.71,78260.0
11.72,78260.0
11.73,78260.0
11.74,78260.0
11.75,78260.0
11.76,78130.0
11.77,78130.0
11.78,78130.0
11.790000000000001,78130.0
11.8,78130.0
11.81,78130.0
11.82,78130.0
11.83,78130.0
11.84,78130.0
11.85,78000.0
11.86,78000.0
11.870000000000001,78000.0
11.88,78000.0
11.89,78000.0
11.9,78000.0
11.91,78000.0
11.92,78000.0
11.93,78000.0
11.94,77870.0
11.950000000000001,77870.0
11.96,77870.0
11.97,77870.0
11.98,77870.0
11.99,77870.0
12.0,77870.0
12.01,77870.0
12.02,77740.0
12.030000000000001,77740.0
12.040000000000001,77740.0
12.05,77740.0
12.06,77740.0
12.07,77740.0
12.08,77740.0
12.09,77740.0
12.1,77740.0
12.11,77610.0
12.120000000000001,77610.0
12.13,77610.0
12.14,77610.0
12.15,77610.0
12.16,77610.0
12.17,77610.0
12.18,77610.0
12.19,77610.0
12.200000000000001,77480.0
12.21,77480.0
12.22,77480.0
12.23,77480.0
12.24,77480.0
12.25,77480.0
12.26,77480.0
12.27,77480.0
12.280000000000001,77480.0
12.290000000000001,77350.0
12.3,77350.0
12.31,77350.0
12.32,77350.0
12.33,77350.0
12.34,77350.0
12.35,77350.0
12.36,77350.0
12.370000000000001,77350.0
12.38,77220.0
12.39,77220.0
12.4,77220.0
12.41,77220.0
12.42,77220.0
12.43,77220.0
12.44,77220.0
12.450000000000001,77220.0
12.46,77220.0
12.47,77090.0
12.48,77090.0
12.49,77090.0
12.5,77090.0
12.51,77090.0
12.52,77090.0
12.530000000000001,77090.0
12.540000000000001,77090.0
12.55,77090.0
12.56,76960.0
12.57,76960.0
12.58,76960.0
12.59,76960.0
12.6,76960.0
12.61,76960.0
12.620000000000001,76960.0
12.63,76960.0
12.64,76960.0
12.65,76960.0
12.66,76830.0
12.67,76830.0
12.68,76830.0
12.69,76830.0
12.700000000000001,76830.0
12.71,76830.0
12.72,76830.0
12.73,76830.0
12.74,76830.0
12.75,76700.0
12.76,76700.0
12.77,76700.0
12.780000000000001,76700.0
12.790000000000001,76700.0
12.8,76700.0
12.81,76700.0
12.82,76700.0
12.83,76700.0
12.84,76700.0
12.85,76570.0
12.86,76570.0
12.870000000000001,76570.0
12.88,76570.0
12.89,76570.0
12.9,76570.0
12.91,76570.0
12.92,76570.0
12.93,76570.0
12.94,76440.0
12.950000000000001,76440.0
12.96,76440.0
12.97,76440.0
12.98,76440.0
12.99,76440.0
13.0,76440.0
13.01,76440.0
13.02,76440.0
13.030000000000001,76440.0
13.040000000000001,76310.0
13.05,76310.0
13.06,76310.0
13.07,76310.0
13.08,76310.0
13.09,76310.0
13.1,76310.0
13.11,76310.0
13.120000000000001,76310.0
13.13,76310.0
13.14,76180.0
13.15,76180.0
13.16,76180.0
13.17,76180.0
13.18,76180.0
13.19,76180.0
13.200000000000001,76180.0
13.21,76180.0
13.22,76180.0
13.23,76050.0
13.24,76050.0
13.25,76050.0
13.26,76050.0
13.27,76050.0
13.280000000000001,76050.0
13.290000000000001,76050.0
13.3,76050.0
13.31,76050.0
13.32,76050.0
13.33,75920.0
13.34,75920.0
13.35,75920.0
13.36,75920.0
13.370000000000001,75920.0
13.38,75920.0
13.39,75920.0
13.4,75920.0
13.41,75920.0
13.42,75920.0
13.43,75790.0
13.44,75790.0
13.450000000000001,75790.0
13.46,75790.0
13.47,75790.0
13.48,75790.0
13.49,75790.0
13.5,75790.0
13.51,75790.0
13.52,75790.0
13.530000000000001,75660.0
13.540000000000001,75660.0
13.55,75660.0
13.56,75660.0
13.57,75660.0
13.58,75660.0
13.59,75660.0
13.6,75660.0
13.61,75660.0
13.620000000000001,75660.0
13.63,75660.0
13.64,75530.0
13.65,75530.0
13.66,75530.0
13.67,75530.0
13.68,75530.0
13.69,75530.0
13.700000000000001,75530.0
13.71,75530.0
13.72,75530.0
13.73,75530.0
13.74,75400.0
13.75,75400.0
13.76,75400.0
13.77,75400.0
13.780000000000001,75400.0
13.790000000000001,75400.0
13.8,75400.0
13.81,75400.0
13.82,75400.0
13.83,75400.0
13.84,75270.0
13.85,75270.0
13.86,75270.0
13.870000000000001,75270.0
13.88,75270.0
13.89,75270.0
13.9,75270.0
13.91,75270.0
13.92,75270.0
13.93,75270.0
13.94,75140.0
13.950000000000001,75140.0
13.96,75140.0
13.97,75140.0
13.98,75140.0
13.99,75140.0
14.0,75140.0
14.01,75140.0
14.02,75140.0
14.030000000000001,75140.0
14.040000000000001,75140.0
14.05,75010.0
14.06,75010.0
14.07,75010.0
14.08,75010.0
14.09,75010.0
14.1,75010.0
14.11,75010.0
14.120000000000001,75010.0
14.13,75010.0
14.14,75010.0
14.15,75010.0
14.16,74880.0
14.17,74880.0
14.18,74880.0
14.19,74880.0
14.200000000000001,74880.0
14.21,74880.0
14.22,74880.0
14.23,74880.0
14.24,74880.0
14.25,74880.0
14.26,74880.0
14.27,74750.0
14.280000000000001,74750.0
14.290000000000001,74750.0
14.3,74750.0
14.31,74750.0
14.32,74750.0
14.33,74750.0
14.34,74750.0
14.35,74750.0
14.36,74750.0
14.370000000000001,74750.0
14.38,74620.0
14.39,74620.0
14.4,74620.0
14.41,74620.0
14.42,74620.0
14.43,74620.0
14.44,74620.0
14.450000000000001,74620.0
14.46,74620.0
14.47,74620.0
14.48,74620.0
14.49,74620.0
14.5,74490.0
14.51,74490.0
14.52,74490.0
14.530000000000001,74490.0
14.540000000000001,74490.0
14.55,74490.0
