t,ax,ay,az
0,0.00478728,0.01914912,0.00478728
0.01,-0.00478728,0.0,4.8351527999999995
0.02,0.00478728,0.0,19.450718639999998
0.03,-0.03829824,-0.014361839999999999,34.037560799999994
0.04,0.00957456,-0.00957456,48.633977519999995
0.05,-0.00957456,0.028723679999999998,51.33400344
0.06,0.028723679999999998,-0.00478728,54.06275304
0.07,0.00957456,-0.00957456,56.79628991999999
0.08,0.01914912,-0.01914912,59.544188639999994
0.09,0.00478728,-0.00478728,59.797914479999996
0.1,-0.00478728,0.01914912,59.41493207999999
0.11,-0.00957456,-0.00957456,59.09418432
0.12,-0.00957456,-0.00957456,58.696840079999994
0.13,-0.014361839999999999,0.01914912,58.34258136
0.14,0.00478728,-0.00957456,57.96917352
0.15,-0.00478728,-0.00478728,57.619702079999996
0.16,0.01914912,0.00478728,57.255868799999995
0.17,0.014361839999999999,-0.00957456,56.930333759999996
0.18,-0.00478728,-0.03351096,56.705331599999994
0.19,-0.00478728,0.00478728,56.8250136
0.2,0.0,-0.023936399999999997,56.925546479999994
0.21,0.00478728,0.023936399999999997,57.021292079999995
0.22,0.00957456,0.014361839999999999,57.088314
0.23,-0.01914912,-0.01914912,57.207995999999994
0.24,0.01914912,-0.00478728,57.2798052
0.25,0.00478728,-0.014361839999999999,57.394699919999994
0.26,0.00478728,0.014361839999999999,57.509594639999996
0.27,-0.01914912,-0.00478728,57.571829279999996
0.28,0.00478728,0.01914912,57.67236216
0.29,0.023936399999999997,-0.00957456,57.75374591999999
0.3,0.0,-0.00478728,57.86385335999999
0.31,0.00478728,0.0,57.95481168
0.32,-0.023936399999999997,0.0,58.03140816
0.33,-0.01914912,-0.00957456,58.136728319999996
0.34,-0.00478728,-0.00478728,58.22289935999999
0.35000000000000003,0.00478728,0.0,58.32821952
0.36,0.7324538399999999,0.71330472,58.414390559999994
0.37,0.73724112,0.7228792799999999,58.524497999999994
0.38,0.7324538399999999,0.718092,58.605881759999995
0.39,0.7420283999999999,0.72766656,58.701627359999996
0.4,0.74681568,0.6989428799999999,58.79737296
0.41000000000000003,0.73724112,0.6941556,58.89311856
0.42,0.7516029599999999,0.718092,58.97450232
0.43,0.7324538399999999,0.718092,59.089397039999994
0.44,0.7516029599999999,0.7085174399999999,59.170780799999996
0.45,0.74681568,0.71330472,59.24258999999999
0.46,0.7516029599999999,0.7085174399999999,59.33833559999999
0.47000000000000003,0.7516029599999999,0.6941556,59.44365576
0.48,0.7659647999999999,0.718092,59.5537632
0.49,0.75639024,0.72766656,59.64472152
0.5,0.7516029599999999,0.718092,59.730892559999994
0.51,0.7324538399999999,0.7228792799999999,59.8170636
0.52,0.74681568,0.70373016,59.9128092
0.53,0.7324538399999999,0.71330472,60.018129359999996
0.54,0.7420283999999999,0.6989428799999999,60.08993855999999
0.55,0.7516029599999999,0.7085174399999999,60.20962056
0.56,0.7420283999999999,0.71330472,60.2718552
0.5700000000000001,0.73724112,0.7228792799999999,60.391537199999995
0.58,0.74681568,0.6941556,60.472920959999996
0.59,0.7420283999999999,0.71330472,60.549517439999995
0.6,0.73724112,0.6989428799999999,60.659624879999996
0.61,0.74681568,0.7228792799999999,60.769732319999996
0.62,0.7324538399999999,0.71330472,60.85111608
0.63,0.7324538399999999,0.7085174399999999,60.942074399999996
0.64,0.73724112,0.7228792799999999,61.033032719999994
0.65,0.73724112,0.6941556,61.13835287999999
0.66,0.7516029599999999,0.7228792799999999,61.20058752
0.67,0.7324538399999999,0.6989428799999999,61.315482239999994
0.68,0.7516029599999999,0.71330472,61.41601512
0.6900000000000001,0.73724112,0.6941556,61.49739888
0.7000000000000001,0.7324538399999999,0.6893683199999999,61.5883572
0.71,0.7324538399999999,0.6941556,61.664953679999996
0.72,0.74681568,0.6941556,61.75112471999999
0.73,0.70373016,0.71330472,61.832508479999994
0.74,0.718092,0.68458104,61.956977759999994
0.75,0.72766656,0.6893683199999999,62.038361519999995
0.76,0.70373016,0.6941556,62.11017071999999
0.77,0.7228792799999999,0.6893683199999999,62.14368167999999
0.78,0.7228792799999999,0.6989428799999999,62.20112904
0.79,0.71330472,0.6989428799999999,62.28251279999999
0.8,0.71330472,0.68458104,62.301661919999994
0.81,0.70373016,0.67500648,62.37825839999999
0.8200000000000001,0.7324538399999999,0.68458104,62.411769359999994
0.8300000000000001,0.7085174399999999,0.7324538399999999,62.474003999999994
0.84,0.6989428799999999,0.73724112,62.51708952
0.85,0.7228792799999999,0.71330472,62.593686
