t,latitude,longitude,altitude
1.25,39.39002029356261,-8.289524604847774,152.20739213128243
1.26,39.39004687700617,-8.28956151104994,154.49065557616154
1.27,39.39006294712383,-8.289514681207965,150.4037223063096
1.28,39.39005452895959,-8.289541248021504,150.82973508774316
1.29,39.39004887877061,-8.289523846066674,153.58255713824073
1.3,39.3900491439736,-8.289532700643997,155.64048504349006
1.31,39.390028435058724,-8.28956503782153,157.12489121253427
1.32,39.39005699903176,-8.289559835004368,156.09866527418524
1.33,39.39005844749918,-8.289543700814509,159.58468545381731
1.34,39.39003355132607,-8.289563526525516,160.17756915821838
1.35,39.39007864156955,-8.289537962419043,160.35967140878478
1.36,39.39004822415515,-8.289562335733656,160.76140505367005
1.37,39.39007440396429,-8.289507967994357,161.14086401928895
1.3800000000000001,39.390061877846854,-8.289489283335957,162.08091911526998
1.3900000000000001,39.390067862992325,-8.289538378548043,163.48994036892597
1.4000000000000001,39.390060706566075,-8.289517998863296,161.58103233858475
1.41,39.39007419976487,-8.289519808989649,165.51431583543123
1.42,39.39007279271474,-8.289575893094014,161.9985761976629
1.43,39.39007334524263,-8.28953025313396,167.55573228637203
1.44,39.390019674007625,-8.28952465373158,164.54994632784218
1.45,39.39006141840725,-8.289484234443233,167.42278119888948
1.46,39.39005439840447,-8.289493800874803,171.25700712374788
1.47,39.390077506037336,-8.289542274142287,166.54345406951865
1.48,39.39006752018387,-8.289560974000196,171.42268607703002
1.49,39.39007664453101,-8.289543497690483,166.78102235197017
1.5,39.39006464751611,-8.289535125328232,172.76431148057725
1.51,39.39008636428636,-8.289546748241056,172.75341291497818
1.52,39.39010388914736,-8.289562821165632,174.52905959321433
1.53,39.39010210140364,-8.289531795554849,171.37771455069407
1.54,39.39008377521089,-8.289553490011752,172.54520277003837
1.55,39.390058929224196,-8.289524786227007,173.55058354499582
1.56,39.39006500482546,-8.289517049542324,179.9093280661349
1.57,39.39009027479666,-8.289566477749062,178.2267270093905
1.58,39.39010869634765,-8.28954896506602,177.9676200334462
1.59,39.39007962134308,-8.289504005702844,178.0264913919161
1.6,39.390103691136204,-8.28952982081656,180.1208979598198
1.61,39.39007428464774,-8.289520893220454,184.2087881934464
1.62,39.39004211536202,-8.289560786090098,182.05079627776482
1.6300000000000001,39.39009182743851,-8.289550839747664,185.45079180805757
1.6400000000000001,39.39013031639279,-8.289533652939122,183.54119489550288
1.6500000000000001,39.390050635845625,-8.289553681661525,184.3229743221359
1.6600000000000001,39.390092506851346,-8.289532264170278,190.4772289409104
1.67,39.39010124438966,-8.289585635956911,188.2647222574487
1.68,39.390113817549526,-8.2895326579678,190.98845210455138
1.69,39.39007074948642,-8.289558273570194,192.71903385927038
1.7,39.39008305948125,-8.289538860307255,192.7840302265641
1.71,39.39007439945908,-8.28952283035422,191.75848192584303
1.72,39.390069603239816,-8.289566921858533,191.50175374386617
1.73,39.390106036162614,-8.289512445346569,197.06577595823163
1.74,39.39011560002086,-8.289573871921524,195.51842950227805
1.75,39.39008131826122,-8.289514350556159,195.83352100134516
1.76,39.39007922769926,-8.289488219863394,201.60638108815138
1.77,39.39007928125219,-8.289573298112641,194.82825117945546
1.78,39.39007865713846,-8.289569073686604,198.11394201717556
1.79,39.39013003473406,-8.289509810366749,199.89792111770257
1.8,39.39008779800915,-8.289528033459463,200.2182022874858
1.81,39.39012887621641,-8.289527849520201,205.70736035373847
1.82,39.390079058727935,-8.289548049537624,208.7985599743902
1.83,39.390084791921446,-8.289538239614794,206.2965898580746
1.84,39.39008638397487,-8.289558005041606,207.18047970742575
1.85,39.39012233426473,-8.289567477431328,206.57796729556446
1.86,39.39012744658268,-8.289534947366684,213.66802033134476
1.87,39.39013214287786,-8.289574621105311,211.55475726665128
1.8800000000000001,39.39009643554622,-8.289524043065327,212.37163345417784
1.8900000000000001,39.39015015888363,-8.289552531968512,214.2051662060482
1.9000000000000001,39.39011319743963,-8.2895554489878,212.60162662926976
1.9100000000000001,39.39015118155537,-8.289545633251722,215.74804664290988
1.92,39.39010741499783,-8.28954773369913,216.74323973667177
1.93,39.39014582940562,-8.289542280736471,215.37775562327386
1.94,39.39010350953957,-8.289536091366127,218.06588500819865
1.95,39.39012513178881,-8.289537134779874,218.65249078298876
1.96,39.390138462059205,-8.289534548107984,220.58755711393633
1.97,39.39013445178873,-8.289501225054533,221.07153801655335
1.98,39.39010802872269,-8.289558177743212,220.6970161701214
1.99,39.390120653297195,-8.289579093365598,224.8060368686951
2.0,39.39011909018472,-8.289561391522291,220.6310530315484
2.0100000000000002,39.39014913827284,-8.289561785210514,226.28127744454127
2.02,39.390117305211454,-8.289514132203308,224.6230989570133
2.0300000000000002,39.390125484481715,-8.289549868990692,229.22263596358914
2.04,39.3901419042752,-8.28957568130102,228.09158675651992
2.05,39.39013646917551,-8.289541051727978,231.30960798796198
2.06,39.39012344423452,-8.289529250628249,237.4359036858215
2.07,39.39012705383764,-8.289560187041939,233.7429068027067
2.08,39.39011866103997,-8.289516569277865,234.82330520025363
2.09,39.39014583068954,-8.289542069556397,241.80027006106005
2.1,39.390116077293705,-8.28959112919371,235.6835059819942
2.11,39.390116696607166,-8.289522055153151,237.74966174659528
2.12,39.39015807152067,-8.289529668847411,239.80974012741757
2.13,39.39017866560568,-8.289500603035654,237.64561777664358
2.14,39.39014870910743,-8.289535727654352,243.23129832741995
2.15,39.39015628437705,-8.28954649204933,245.08038457108253
2.16,39.390120576929846,-8.28952843431413,241.17410047096843
2.17,39.39016216782922,-8.289526888819196,248.8866167169243
2.18,39.390143198884566,-8.28958094087301,249.2574788046887
2.19,39.39016207452342,-8.289533600601946,252.86293594977715
2.2,39.39016709245718,-8.28952069572139,252.42482949451838
2.21,39.39016548676158,-8.28958499293953,252.62671237852646
2.22,39.39018250821425,-8.289568734983137,248.9159416266472
2.23,39.390186570888105,-8.28953773105292,251.43829871848726
2.24,39.39014444255784,-8.28953678986483,257.37124001460234
2.25,39.390217942082074,-8.289583433843443,259.8709376980698
2.2600000000000002,39.39017445809325,-8.289553249101886,258.7474392074016
2.27,39.390163622141316,-8.289506791842648,258.59436285897846
2.2800000000000002,39.3901643095241,-8.289531552328976,261.429675050818
2.29,39.390201159035776,-8.289570543488983,261.6484976030805
2.3000000000000003,39.390178293820505,-8.28949341981769,262.1558086456166
2.31,39.39019213793703,-8.28954767325671,266.15240954291846
2.32,39.39014993349617,-8.289536282892973,266.59622547790235
2.33,39.390156427206996,-8.289565459062448,268.81915252402894
2.34,39.39017489708646,-8.289551558452166,271.7040802465826
2.35,39.39016119259273,-8.289538782022765,270.681004877037
2.36,39.3901818668756,-8.289555699635226,272.66435277882584
2.37,39.39018345575849,-8.289572865965376,274.35335943660755
2.38,39.390195361026414,-8.289535182271985,274.3484965756315
2.39,39.39020105919849,-8.289532327128668,277.23449234463766
2.4,39.390206382980686,-8.289576356648801,281.72438673545383
2.41,39.39018811342391,-8.289548818869681,278.6971173053129
2.42,39.39021738667218,-8.289538743846567,284.03473475265366
2.43,39.39020266961385,-8.289564879328521,283.1051104586004
2.44,39.39021172600766,-8.289571276834266,286.895195686056
2.45,39.39019910915342,-8.289557741914736,284.11140160597853
2.46,39.39020200551813,-8.289538839601162,288.77122785727545
2.47,39.39019059101409,-8.289561960279329,286.3790129670729
2.48,39.39020735736589,-8.289542672686066,289.5524061506421
2.49,39.39022092693929,-8.289528060899178,292.6628067602661
2.5,39.39021310241617,-8.289504830691172,291.8293345801784
2.5100000000000002,39.390206000230805,-8.289513422875276,295.106501214324
2.52,39.390202940881714,-8.289591897339612,295.921692092674
2.5300000000000002,39.39022909577071,-8.289559145656186,298.5923305891484
2.54,39.39019156037896,-8.289548343086087,299.7579528450485
2.5500000000000003,39.3901974183937,-8.289542285196788,304.687524504637
2.56,39.390232039737064,-8.289547251058664,303.4124141607354
2.57,39.3902397353736,-8.28959073237747,304.7979914030155
2.58,39.3902167960381,-8.289537117226727,307.967377686759
2.59,39.39023652915832,-8.289508392895618,307.8094511765686
2.6,39.39018380136076,-8.289564034782906,309.47187622318137
2.61,39.3902346215399,-8.289570301493686,308.1359346012614
2.62,39.39024268750102,-8.28954437569106,311.3800368432194
2.63,39.390226967684775,-8.289585930837978,315.69078048227107
2.64,39.3902436198369,-8.289532859163142,315.0524892111088
2.65,39.39026543832973,-8.289538305474359,316.8781970879783
2.66,39.39026403676401,-8.28952194109993,319.28169301343434
2.67,39.39023342881202,-8.289597017671172,320.07527561876753
2.68,39.39024940399128,-8.289539268714591,325.7484812235114
2.69,39.39024113837398,-8.289545722777559,324.7357763750326
2.7,39.39021862520054,-8.289567451488958,327.4033836619427
2.71,39.39027161089933,-8.289568717705016,328.4884921384765
2.72,39.390256439022785,-8.289556685212109,329.99906873139304
2.73,39.39023305668633,-8.289558300392324,333.8728572332828
2.74,39.390248060796814,-8.289562115561264,332.7268137534692
2.75,39.39027058067815,-8.289543556685258,337.0229104020891
2.7600000000000002,39.39024614999713,-8.289609175909538,339.40915827030466
2.77,39.390279872576414,-8.2895462955412,338.37154650348447
2.7800000000000002,39.390256195044344,-8.28954446419655,343.3544488022608
2.79,39.39026943087769,-8.289508191301545,340.2391368029066
2.8000000000000003,39.39027494885927,-8.289576419002831,345.10518330012144
2.81,39.390264961788496,-8.289561128867248,343.3259271352793
2.82,39.3902421859893,-8.289582150093269,350.1263706628196
2.83,39.390284698307,-8.2895653940034,351.6441109545447
2.84,39.39026845902861,-8.289552936662599,351.0339512682101
2.85,39.39027250834216,-8.289559657513925,351.2809219493121
2.86,39.39028187717042,-8.289559722899874,355.53488442797726
2.87,39.39030584746516,-8.28955010304778,356.68752660181474
2.88,39.390284634956075,-8.289571554849198,358.38305471791796
2.89,39.390278753535846,-8.289555333735033,358.91265593983826
2.9,39.39023458932966,-8.289569457917418,362.7642390734098
2.91,39.39029139280867,-8.289573360899642,364.0053870947586
2.92,39.39030218179752,-8.289551863637982,365.66239314425314
2.93,39.390285941866544,-8.289563454762234,365.6368557760414
2.94,39.39028906194962,-8.289568273082395,372.25863722536246
2.95,39.39030676397419,-8.289531419484879,374.59369384868216
2.96,39.390320037297215,-8.289597070032052,372.24761987150345
2.97,39.390287973454406,-8.289535625455063,372.2832710789711
2.98,39.39032847147531,-8.289601473712578,378.940269239779
2.99,39.390290069505426,-8.289509984075952,378.55822003641197
3.0,39.390324692188024,-8.289601997663349,375.8432096243903
3.0100000000000002,39.390308524895616,-8.28952166862152,380.6456830779709
3.02,39.39034411923888,-8.289601913437595,380.00025723234
3.0300000000000002,39.39031038394511,-8.289554001984026,390.8157978849851
3.04,39.3903216344404,-8.289581835052964,383.66914262038426
3.0500000000000003,39.39033814209693,-8.289575431426746,389.70763281975997
3.06,39.39034052027431,-8.289587680683335,392.5595771125374
3.0700000000000003,39.39032520373853,-8.289546169301591,392.8442377155568
3.08,39.39035567951547,-8.289552096980378,395.6251917066837
3.09,39.39034530741218,-8.289555427775941,394.6971092765448
3.1,39.390332641222265,-8.289570901155567,397.45202527861284
3.11,39.39030707162736,-8.289555173296476,400.65749388547533
3.12,39.39036018387305,-8.289574162933258,402.2432531706717
3.13,39.390318016993696,-8.289566271517945,402.7492544932059
3.14,39.39033710837991,-8.289569896637023,403.04290087903235
3.15,39.39032865366594,-8.289538746462977,410.3733572404501
3.16,39.39034094094266,-8.289573511462471,409.8881340356531
3.17,39.39040012632888,-8.289563776674814,413.1646182305719
3.18,39.39038840539883,-8.289573043771526,411.5077519870196
3.19,39.39036045994061,-8.289577774746931,413.8584253647588
3.2,39.39035730572858,-8.289542808915796,416.07779576399076
3.21,39.39029954226269,-8.289550893952278,422.5056858962293
3.22,39.39037131378795,-8.28955675857153,419.14801062642476
3.23,39.390401262556935,-8.289586795903617,420.35365442309126
3.24,39.390377623849226,-8.289557061162675,427.5052836471474
3.25,39.390393902357694,-8.289589565248404,427.11015775123025
3.2600000000000002,39.390368187231054,-8.289600399959044,427.1984109628376
3.27,39.39037907779779,-8.289555569333709,428.63276388511446
3.2800000000000002,39.39040571895314,-8.289548731925365,430.344475673527
3.29,39.39039313882596,-8.289560908707347,432.4175765000293
3.3000000000000003,39.39038452844854,-8.289567162549995,439.77285740278074
3.31,39.39038454444231,-8.289575423179445,439.4312869449894
3.3200000000000003,39.39035944718666,-8.28959047043327,442.2257921224059
3.33,39.39037779752239,-8.289522683334544,443.24297291047964
3.34,39.390373453602315,-8.28958947989908,439.8509418230367
3.35,39.39039064363487,-8.289576429846187,449.9025097733881
3.36,39.390400865212655,-8.289585364495746,450.5133986766784
3.37,39.39039461700447,-8.289559122604691,450.8324275543729
3.38,39.39040516831206,-8.289549034450777,454.1989487785419
3.39,39.390426047650365,-8.289554375545634,455.46255678481276
3.4,39.39041434098247,-8.289574171944556,460.17442802763804
3.41,39.39039229159988,-8.289558191523952,462.0948523205582
3.42,39.39039330218742,-8.289551440509472,463.34647913994905
3.43,39.39042071107998,-8.289532361184559,461.4999295178573
3.44,39.390426627274294,-8.2895421212471,467.77154599156944
3.45,39.39043754556656,-8.289583146143173,470.16231867448954
3.46,39.390415826053946,-8.289579207877756,469.84050679948336
3.47,39.390439572199575,-8.28957017917854,471.9091807244586
3.48,39.39043695268054,-8.289557564973805,475.201908842527
3.49,39.39044460133272,-8.289585810485875,476.22917836327804
3.5,39.39043418673453,-8.2896158088855,480.78857985816455
3.5100000000000002,39.39043257448438,-8.289553449099438,482.5851155608325
3.52,39.390416586980734,-8.289566621332623,484.4764157187207
3.5300000000000002,39.39044581996762,-8.289516372075795,485.3140075074584
3.54,39.390421065836435,-8.28961174099272,484.52470797847707
3.5500000000000003,39.390430004529534,-8.289594996130102,487.11122845179443
3.56,39.390435568858535,-8.289572451761293,493.0937062180793
3.5700000000000003,39.39045496482869,-8.289572536226018,494.2906427832443
3.58,39.39045501532388,-8.289565217999835,497.8546403124205
3.59,39.39044169215798,-8.289551065900348,498.3271678942339
3.6,39.39045076845011,-8.289552318323432,501.7994630572988
3.61,39.390462829863935,-8.289599423876398,499.0205227152631
3.62,39.39047503422694,-8.289619672603562,505.49039154489947
3.63,39.39045961067358,-8.28957103467878,507.0465566013525
3.64,39.390471712716575,-8.289538721644405,507.138372293044
3.65,39.39047837923151,-8.289611867076875,509.81761964692504
3.66,39.39047216659919,-8.289591710679154,513.8550232949929
3.67,39.3904926219353,-8.289572890575768,512.8851311567723
3.68,39.39048024518965,-8.28955490133388,521.2828493060115
3.69,39.39046213264704,-8.289562985619996,522.6525101663992
3.7,39.39047157053197,-8.289622946064387,519.3032863953521
3.71,39.39050979033273,-8.28961641559101,526.4188833135297
3.72,39.39048668044144,-8.289607305992993,522.246024489777
3.73,39.39048883892254,-8.289607738246772,528.8591462801637
3.74,39.390486071357856,-8.289630097715081,527.9186594211313
3.75,39.390479492581036,-8.28955964602628,532.5577059581431
3.7600000000000002,39.39046566816605,-8.28956449927107,533.4799592159175
3.77,39.39048762747549,-8.289616235220365,540.1963957308944
3.7800000000000002,39.39052388236167,-8.289589697405509,540.7521629270343
3.79,39.390533622005485,-8.289614901746498,542.1236750885183
3.8000000000000003,39.39051550256464,-8.289604049482328,549.0262598337983
3.81,39.39053747968044,-8.289554600247726,546.6694870527963
3.8200000000000003,39.3905104578946,-8.289587466152835,551.6012195409678
3.83,39.390549879539456,-8.289592530601107,549.5404388551677
3.84,39.3905072820356,-8.289571653850814,551.4131922227821
3.85,39.39054698874472,-8.28959551605937,557.2781827223189
3.86,39.39053352290552,-8.289590567108448,556.275681221018
3.87,39.390531471190386,-8.28955732410106,562.0141083816885
3.88,39.39055487487198,-8.28960893468124,563.0112830425174
3.89,39.39054859500299,-8.289513881558872,565.0363718647974
3.9,39.39056912321857,-8.28956857049605,569.234071427689
3.91,39.39053879774753,-8.289576147418808,570.49398666475
3.92,39.39055749968189,-8.289614832102334,570.5614140734523
3.93,39.3905507971684,-8.289570771361033,573.1410385771867
3.94,39.390559655872245,-8.289499348773747,579.8764438031702
3.95,39.390546016041704,-8.289569369336714,576.8672497667596
3.96,39.39055432349326,-8.289566437181078,583.6499784569066
3.97,39.390581891991864,-8.28958113240693,584.1637186090207
3.98,39.39056848518397,-8.289563414586947,587.3922889473628
3.99,39.39057147576697,-8.289547067887078,590.4582374062793
4.0,39.390559845644724,-8.289583611681014,590.5952556427654
4.01,39.39057357134937,-8.289567346711129,595.9244015274859
4.0200000000000005,39.390597158826594,-8.289591080766476,595.3940412049849
4.03,39.39056741469805,-8.289580220525941,597.1623104446705
4.04,39.39061718381665,-8.28960086031364,600.6971577865596
4.05,39.390560384765784,-8.289590353500401,601.2856027274854
4.0600000000000005,39.390624920542905,-8.28960508167937,608.1866712933628
4.07,39.39059001697505,-8.289563397348097,608.9268664735283
4.08,39.390601609146984,-8.289561506775021,609.2493941103278
4.09,39.3906284616793,-8.28957669668539,615.4525289966756
4.1,39.39058568791469,-8.289572124528036,611.8923752161924
4.11,39.3906201628875,-8.289598405252454,620.917077024755
4.12,39.39063272186769,-8.289584931639267,616.571671518569
4.13,39.39062403930312,-8.289630482701186,624.2578330728719
4.14,39.39059152271979,-8.28958623503103,624.8813841519758
4.15,39.3906144956241,-8.289568308494122,629.7990349923092
4.16,39.39062483243276,-8.289637619476519,629.3385180679061
4.17,39.39064612425906,-8.289571734371682,630.2773444246408
4.18,39.39062997327225,-8.289606272678112,632.6460859010638
4.19,39.390608434683486,-8.289614928355606,636.9269648041375
4.2,39.39062452138898,-8.28957721631245,641.1943227443412
4.21,39.39061964204928,-8.289632747941004,643.4708389839178
4.22,39.39061448789896,-8.28963518955971,644.7412626632156
4.23,39.39066424928228,-8.289590185265428,647.3150269593255
4.24,39.39065345876076,-8.289609188137161,651.2419933949229
4.25,39.39063809406633,-8.289645906547698,652.808224831443
4.26,39.3906473200243,-8.289617696661237,656.4458380057181
4.2700000000000005,39.390642544457904,-8.289544828330074,659.216433669567
4.28,39.39064428447011,-8.28961620362987,662.4440725485694
4.29,39.39063887833568,-8.289616649990744,664.1357746497983
4.3,39.39065104007714,-8.28955710293972,660.193694356541
4.3100000000000005,39.39067973302577,-8.289591342674587,668.8990662931299
4.32,39.390642722245836,-8.289595862544898,670.3911028036546
4.33,39.390692114942816,-8.289584541081169,670.8816616619026
4.34,39.390698776985964,-8.289576883977343,675.6348405817595
4.3500000000000005,39.39068807709828,-8.289592555108484,679.9234668228283
4.36,39.390699126239916,-8.289596304004727,678.7502635958075
4.37,39.390675346887264,-8.28963470516922,681.0753049004818
4.38,39.390693201571075,-8.289574688430296,685.4796912326772
4.39,39.390686505945055,-8.289589832459631,688.9714513173756
4.4,39.3906961107499,-8.289601478953239,687.585515474252
4.41,39.390716986081934,-8.28956813723567,689.560950682681
4.42,39.390668520418636,-8.289628601110936,691.2271770962668
4.43,39.39069665019267,-8.28960890720091,697.7541992380449
4.44,39.39068012869069,-8.289636209969732,697.0723228018383
4.45,39.39070596176015,-8.289598219520071,703.9737033467643
4.46,39.39072370963353,-8.289591613680301,704.688696243599
4.47,39.39071891587161,-8.289648955505218,705.6503604074488
4.48,39.39074596427764,-8.289562715701772,708.8613978172135
4.49,39.39074257935873,-8.289611857187232,713.8395727192745
4.5,39.390742574857384,-8.289622321039774,717.9766231143824
4.51,39.39069670631217,-8.289641486417608,720.2849524055557
4.5200000000000005,39.39072825431962,-8.289595347274652,718.6925760192138
4.53,39.39075968757405,-8.289622681522756,721.2046028200735
4.54,39.39074505684207,-8.289606417808397,726.5493630231114
4.55,39.39074504602059,-8.289624330726534,729.0683992105487
4.5600000000000005,39.390751789773745,-8.289620796862044,733.5029968748621
4.57,39.39076985000018,-8.289604408199999,729.4510269070099
4.58,39.39076538204789,-8.289650893066216,737.4975674220981
4.59,39.39076470392987,-8.289600259697998,738.9356995266709
4.6000000000000005,39.390746912770624,-8.289609450642333,738.7648863284896
4.61,39.39077582872118,-8.28958609551277,742.330510748256
4.62,39.390726800851155,-8.28964065482637,748.8010595102761
4.63,39.39074510427824,-8.289632291096728,748.1802121254132
4.64,39.39078135859397,-8.289598913495855,753.4370330577296
4.65,39.39077130361751,-8.28960840551195,752.5689872969172
4.66,39.39077557316391,-8.289647747762485,758.5126834147976
4.67,39.39079949207252,-8.289601542807608,758.5309518975062
4.68,39.39078174970088,-8.289640789765762,761.6673419124652
4.69,39.3907854938886,-8.289593863988966,766.1987349673084
4.7,39.390804675737265,-8.289610368160744,770.6173506657666
4.71,39.39080017246646,-8.289623737744536,772.2819444677299
