t,bax,bay,baz
0.0,0.0,0.0,0.0
0.01,-3.3600302980928546e-17,0.5061596393549606,0.29578728084096007
0.02,-1.3484896350613366e-16,2.0313835495589516,-1.0126765631838062
0.03,-2.361252342339852e-16,3.5570233836973775,-0.0571831553111295
0.04,-2.2600000000000002,2.8232831446215627,-1.355791538063798
0.05,-2.2600000000000002,3.1079526498786167,-0.9073421160449584
0.06,-2.2600000000000002,3.392798531028716,-0.45721458949874005
0.07,-2.2600000000000002,3.6777784227333123,-0.005812037696330208
0.08,-2.2600000000000002,3.962918289696991,0.44711257702466156
0.09,-2.2600000000000002,3.989925641456211,0.7040703646052648
0.1,-2.2600000000000002,3.9523388970006,0.346456379206856
0.11,-2.2600000000000002,3.914716064653674,-0.011500959541912437
0.12,-2.2600000000000002,3.877065757739892,-0.3697197013329685
0.13,-2.2600000000000002,3.839376422933044,-0.7283097687225464
0.14,-2.2600000000000002,3.8016590456952404,-1.0871666420204065
0.15,-2.2600000000000002,3.7639054953411257,-1.4463676795302902
0.16,-2.2600000000000002,3.7261290910861824,0.454213842618131
0.17,-2.2600000000000002,3.6883183798787877,0.09446895591761972
0.18,-2.2600000000000002,3.6695563313577564,-0.08404001161928676
0.19,-2.2600000000000002,3.679401211371636,0.009627764840857367
0.2,-2.2600000000000002,3.689243695846094,0.10327274926587648
0.21,-2.2600000000000002,3.6990846410276648,0.19690308829737546
0.22,-2.2600000000000002,3.708925611947877,0.2905336722156733
0.23,-2.2600000000000002,3.718764815594386,0.38414744164787606
0.24,-2.2600000000000002,3.7286022860526833,0.4777447208957639
0.25,-2.2600000000000002,3.7384388244104096,0.5713331317991148
0.26,-2.2600000000000002,3.748278587518354,0.6649522241513068
0.27,-2.2600000000000002,3.758117041637986,0.7585588623116379
0.28,-2.2600000000000002,3.7679490822932866,-1.4078955195650948
0.29,-2.2600000000000002,3.777777388664896,-1.3143854307778398
0.3,-2.2600000000000002,3.7876019470033784,-1.220911002143751
0.31,-2.2600000000000002,3.797422743756173,-1.1274723626068166
0.32,-2.2600000000000002,3.807239765568574,-1.0340696392285906
0.33,-2.2600000000000002,3.817052197959968,-0.9407105812744447
0.34,-2.2600000000000002,3.8268585400204005,-0.8474094689487188
0.35000000000000003,-2.2600000000000002,3.8366748915326205,-0.7540131230506972
0.36,-2.2415288799266895,4.870198641871731,-0.7717107662737277
0.37,-2.2410518478980825,4.879780657859255,-0.6783553578429604
0.38,-2.2407013211923084,4.889303417779704,-0.5850347994023934
0.39,-2.240481779385727,4.898768679609104,-0.49174528984252674
0.4,-2.240397409104448,4.90817962386674,-0.398469558795604
0.41000000000000003,-2.2404527214506027,4.9175328035826125,-0.30525631516897533
0.42,-2.240652170609442,4.926834330017385,-0.2120646018144896
0.43,-2.2410007265920906,4.936084824940149,-0.11890524591324692
0.44,-2.2415016566696293,4.945303620970982,-0.02561736599705
0.45,-2.2421600201024816,4.954474433824087,0.0676238158077922
0.46,-2.2429802632465807,4.963598231233673,0.16080432045460213
0.47000000000000003,-2.2439668835969817,4.9726830767890675,0.25397576672748556
0.48,-2.2451243225562707,4.981728782753214,0.3471100239322382
0.49,-2.2464570730055673,4.99073972225748,0.4402203482909215
0.5,-2.2479695546842424,4.999716039187845,0.5332785733101986
0.51,-2.2496662731482187,5.008664150915021,0.6263138629648495
0.52,-2.2515532377853975,5.017584914757129,-1.5406970620983955
0.53,-2.2536318010459198,5.026500348349282,-1.447583321238902
0.54,-2.25590791839888,5.03539537206685,-1.3545233733060797
0.55,-2.258385978186999,5.0442768311909285,-1.2614902647958175
0.56,-2.261070366386156,5.053146010747039,-1.1685122759278102
0.5700000000000001,-2.263965407590046,5.0620058062972495,-1.0756036755406981
0.58,-2.267075469030848,5.070868008467221,-0.9826963707071741
0.59,-2.270404811124775,5.079731558939827,-0.8898463159850891
0.6,-2.273957584563207,5.088602651299747,-0.7970404491819778
0.61,-2.2777407252392683,5.097493122928888,-0.7042150162856942
0.62,-2.2817530164537883,5.106411438713504,-0.6113414766230605
0.63,-2.2860011650526393,5.115351604087266,-0.5185293612790645
0.64,-2.290489215774692,5.124325198886609,-0.425722937343032
0.65,-2.2952210242681224,5.133329356428085,-0.33300588181961643
0.66,-2.300200498320743,5.14237592826246,-0.24032387960293278
0.67,-2.3054313641647375,5.151469602877423,-0.14769163484882597
0.68,-2.3109172705548517,5.16061507251191,-0.05512615674883392
0.6900000000000001,-2.3166618578115052,5.169824786042323,0.037427443246699
0.7000000000000001,-2.3226716202317763,5.179103568664201,0.12994760324409071
0.71,-2.3289438758133345,5.1884639590419885,0.2224917251436338
0.72,-2.33548481124013,5.197905140209283,0.31498132293103964
0.73,-2.3422975324929842,5.207434460875966,0.4074152878291315
0.74,-2.349384979316185,5.217058838837341,0.4997877936746349
0.75,-2.356739633617115,5.2261033000812755,0.5856013941767273
0.76,-2.3643071362199337,5.231771453481166,0.6381843367342839
0.77,-2.3721496123766035,5.237562823260803,-1.5692404107074296
0.78,-2.3802671602926186,5.243476145626888,-1.5167594180215787
0.79,-2.3886625712180187,5.249522854952307,-1.4643435406825134
0.8,-2.397337332097566,5.255709353887774,-1.412008491340238
0.81,-2.406294454505678,5.262043264696164,-1.359766256797954
0.8200000000000001,-2.415531727231907,5.268539461998316,-1.3075496919463134
0.8300000000000001,-2.4250516444297654,5.275202765373342,-1.255399711806568
0.84,-2.4348548123601343,5.28203944296787,-1.2033380944239553
0.85,-2.4449415493690516,5.289056098146057,-1.151386622005397
0.86,-2.455314169265838,5.296270779105001,-1.0994643207299788
0.87,-2.4659684756782,5.30368461926146,-1.0476364682947548
0.88,-2.476906115897672,5.311310246844068,-0.9958742459429217
0.89,-2.488126245746523,5.319152393742074,-0.9442202310620402
0.9,-2.4996302107688395,5.327225920302681,-0.8926272253613305
0.91,-2.511412480786718,5.335538199191959,-0.8411000129909212
0.92,-2.523473373338187,5.344093656911518,-0.7896918125323822
0.93,-2.535811123318233,5.352905894705431,-0.7383624331532275
0.9400000000000001,-2.5484259025872467,5.361987181128451,-0.6870926319015993
0.9500000000000001,-2.5613104167840595,5.371341826931073,-0.6359124555093558
0.96,-2.5744639364856017,5.380978529263022,-0.5848369701974008
0.97,-2.587883258557528,5.390907167227932,-0.5338598876165861
0.98,-2.6015682893346486,5.401142147072084,-0.48294876165615364
0.99,-2.6155078885736933,5.411689089573101,-0.4321082509665004
1.0,-2.6297011000513275,5.422552980140134,-0.3813898536353548
1.01,-2.6441432173984727,5.433746712809762,-0.33075801822856477
1.02,-2.6588288325526914,5.445276860044534,-0.2802353382176719
1.03,-2.6737523050940157,5.457150320790533,-0.22983882736770056
1.04,-2.6889077056574164,5.46938013139401,-0.1795282833530223
1.05,-2.704293477405611,5.4819767707423175,-0.1293123279601005
1.06,-2.719892900946266,5.494945289148089,-0.07916736155878112
1.07,-2.7357033699621125,5.508292975033654,-0.029128446349275805
1.08,-2.7517170746441977,5.522027890598208,0.020805813174519017
1.09,-2.7679256361456948,5.5361561099500385,0.07062050558858601
1.1,-2.7843203442327207,5.550685670948897,0.1203214571288882
1.11,-2.8008919226653015,5.56562436779866,0.16991452128575446
1.12,-2.817630432892649,5.580975190256069,0.21936420248226085
1.1300000000000001,-2.8345313291216185,5.596757484070465,0.26875750417817557
1.1400000000000001,-2.851574009805497,5.612966144535623,0.3180545975563902
1.1500000000000001,-2.8687522713861857,5.6296079682223485,0.36723276590298326
1.16,-2.886054401861514,5.6466867791710555,0.41627735729680637
1.17,-2.9034683721928776,5.664210167909409,0.46521229779541784
1.18,-2.920981220161626,5.682178214843368,0.5139966973389676
1.19,-2.9385849990057245,5.700608550458238,0.5627210128801252
1.2,-2.9562580520764055,5.719493066675996,-1.648653665390711
1.21,-2.9739899460504535,5.738832902737492,-1.6001795450512049
1.22,-2.991767395352918,5.758636642324392,-1.5518019828464702
1.23,-3.0095740636587345,5.778900417264625,-1.5035732279160925
1.24,-3.027395205761904,5.799626572402412,-1.455484844182493
1.25,-3.0452206215610813,5.820829220009559,-1.4074563976708987
1.26,-3.0630250971981945,5.842494783013436,-1.359532847382539
1.27,-3.080795627104046,5.864622461400646,-1.3117559704546977
1.28,-3.098515959504125,5.887214238766289,-1.2640980154205863
1.29,-3.116168089390913,5.9102651297756825,-1.2165854833229162
1.3,-3.1337390401559606,5.933780818747131,-1.1691895317918437
1.31,-3.1512032274871045,5.95775316729906,-1.1218630991085519
1.32,-3.1685460843651008,5.9821769999637,-1.0746624029099365
1.33,-3.185748249472489,6.007045313177443,-1.0276037136776779
1.34,-3.202791083342428,6.032354766554624,-0.9806655384599736
1.35,-3.219655783240378,6.058098613968731,-0.9338519522851101
1.36,-3.2363267673176703,6.0842750829805485,-0.8871631121195094
1.37,-3.252777241893692,6.110872979157259,-0.8405227866089575
1.3800000000000001,-3.268990040265158,6.137878155430995,-0.7940250407772993
1.3900000000000001,-3.284945113717095,6.16528147497514,-0.7476600298734866
1.4000000000000001,-3.300623802495842,6.193075831961162,-0.7014020220056096
1.41,-3.3160052272862406,6.22124761962805,-0.6552627240303508
1.42,-3.33107300799844,6.249788937513195,-0.6092591399599883
1.43,-3.3457917269480877,6.278689200714725,-0.5633001803663689
1.44,-3.360141361529992,6.307933970960969,-0.517460908803443
1.45,-3.374098885817773,6.337509637028262,-0.4717437365011534
1.46,-3.3876350662815264,6.367406058695272,-0.42615211393318475
1.47,-3.400752453463715,6.397593900166655,-0.38064094082986344
1.48,-3.4134355763330664,6.428059566158922,-0.3352485558295797
1.49,-3.4256585510679605,6.458775357491511,-0.28988196891701534
1.5,-3.437405644697096,6.489720370789458,-0.24462387496872395
1.51,-3.4486589696126013,6.520874670033782,-0.19946425780634058
1.52,-3.459400824513359,6.5522164821619935,-0.15440037662570205
1.53,-3.469613588728203,6.583722445151826,-0.10942927573881889
1.54,-3.4792801180133273,6.615367914118664,-0.06455058457652285
1.55,-3.488383988435327,6.647127225002601,-0.019769240535140398
1.56,-3.496909995853553,6.678977047070532,0.02492832023089875
1.57,-3.504842830850807,6.710890479827638,0.06954554629176357
1.58,-3.512168166056228,6.7428404898238234,0.11408591675100865
1.59,-3.5188749755807915,6.774813447024531,0.15859956908359152
1.6,-3.5249462995159044,6.80675947803331,0.2030609963817369
1.61,-3.530372075843953,6.838656968927605,0.24745630088834503
1.62,-3.5351413734125274,6.870476102127096,0.2917893503535396
1.6300000000000001,-3.5392444000557735,6.90218752865356,0.3360567064272715
1.6400000000000001,-3.5426727569317507,6.933764103038127,0.3803121434143151
1.6500000000000001,-3.545417812699882,6.965168418070469,0.42450251099599257
1.6600000000000001,-3.5463874567091898,6.988082795687241,0.4005496496431533
1.67,-3.546326135934984,7.008166586235296,0.3555984105072838
1.68,-3.5455651200721423,7.027931310655896,0.31059341832302323
1.69,-3.5441034778655034,7.047343141621054,0.26552665827728106
1.7,-3.5419411874988205,7.066369140871354,0.22038026073340689
1.71,-3.5390804363089714,7.084981189655656,0.17518324946988173
1.72,-3.535524476188954,7.10314638718523,0.12993103468788547
1.73,-3.531277957157022,7.120832448705864,0.08461443635741261
1.74,-3.526347767797824,7.138012223078281,0.03926864037690336
1.75,-3.5207413915637242,7.154656233740681,-0.006101865344788848
1.76,-3.5144677647158344,7.170731087281085,-0.051521625300608775
1.77,-3.5075388038647635,7.186213304394016,-0.09693790734854701
1.78,-3.499966743805015,7.201070896426506,-0.14237430547881047
1.79,-3.491765313604752,7.215268222342766,-0.1878826719997022
1.8,-3.48294949060905,7.228788656900051,-0.2333998522680929
1.81,-3.473536989995184,7.241601325675967,-0.2789502941149209
1.82,-3.4635471693932645,7.253687075601791,-0.32448606714780226
1.83,-3.4530015452449447,7.265020535589002,-0.3700107561680852
1.84,-3.4419205865650873,7.275578387838875,-0.4155351816523023
1.85,-3.430327902193685,7.285333484258047,-0.46109649196434077
1.86,-3.4182481276627494,7.294268462312511,-0.5066809420057297
1.87,-3.405709748295771,7.302368550331934,-0.5522504958006493
1.8800000000000001,-3.3927403766676165,7.3096171959855365,-0.5978029715080169
1.8900000000000001,-3.3793706039105995,7.315999080259285,-0.6433363887532835
1.9000000000000001,-3.3656314828584515,7.321501840157055,-0.6888421685955421
1.9100000000000001,-3.3515547125677383,7.326108345761929,-0.7343603714964928
1.92,-3.3371724957559326,7.3298070662218,-0.7799102859985396
1.93,-3.322521950778263,7.3325969133097075,-0.8254361272794313
1.94,-3.3076404823917755,7.334472435191866,-0.8709373072937723
1.95,-3.292564031165059,7.335430167023862,-0.9164134771233137
1.96,-3.277330288250988,7.335467678061951,-0.9618725266136039
1.97,-3.261979616329504,7.334586280849061,-1.0073132501268844
1.98,-3.2465519731466586,7.332781949938834,-1.0527916219919575
1.99,-3.231088193052831,7.3300678926082,-1.0982537527797547
2.0,-3.215630468238862,7.326452830734384,-1.143694085302002
2.0100000000000002,-3.200220849801187,7.3219459026341855,-1.1891251894730885
2.02,-3.1849033546002374,7.316563439373731,-1.234527541787898
2.0300000000000002,-3.1697208487046136,7.310318139669812,-1.2799279017601606
2.04,-3.1547142871870513,7.3032233884503075,-1.3253532732540378
2.05,-3.1399264340642743,7.295300150280903,-1.3708045671469193
2.06,-3.1254012842439938,7.286576743436381,-1.4162415198483842
2.07,-3.1111825961191295,7.277076750516999,-1.4616886920860708
2.08,-3.0973122495179197,7.266829131258831,-1.5071358359467268
2.09,-3.083833287622147,7.255865138523161,-1.5525871369246715
2.1,-3.070787071609468,7.244214942212656,-1.5980659241916797
2.11,-3.058212212348304,7.231907637082697,-1.643615187422327
2.12,-3.046148846094577,7.2189843855794855,-1.6892058811941837
2.13,-3.034636498177753,7.205488654729468,-1.7348171358787638
2.14,-3.023713058424903,7.191462132519069,-1.7804570821930952
2.15,-3.0134145648692465,7.176948655770628,-1.826138383759634
2.16,-3.0037749473607183,7.161995643246717,0.38816085863093974
2.17,-2.9948263294525326,7.1466441464033466,0.3423879977911781
2.18,-2.986600380346783,7.1309471482685325,0.29656054244193797
2.19,-2.9791263555457386,7.114956501052552,0.25067937467478174
2.2,-2.9724299328541703,7.098711269960601,0.20462839917982478
2.21,-2.9665361706222644,7.082275682795732,0.15849828211243988
2.22,-2.9614674102822827,7.065706114718072,0.112295464683271
2.23,-2.9572432844620966,7.049057107570828,0.06599266513866553
2.24,-2.9538803011146237,7.0323833471153865,0.019596848865411687
2.25,-2.9513928492885753,7.015742034230206,-0.026899051965735055
2.2600000000000002,-2.9497922586303833,6.999189161932332,-0.07350891715629615
2.27,-2.949087057444117,6.982785203959134,-0.12022617985704187
2.2800000000000002,-2.9492825298478156,6.966585808962185,-0.16706033597166225
2.29,-2.950379383478633,6.950634996631024,-0.21413370249685215
2.3000000000000003,-2.952377701026462,6.935001497778799,-0.26134792864579026
2.31,-2.955273295019048,6.919741124130978,-0.30870388029575224
2.32,-2.959058987027614,6.904909852445005,-0.356194308595164
2.33,-2.963723106606756,6.890558529917209,-0.40385742359136145
2.34,-2.9692507748812744,6.876741540323232,-0.4516918874135598
2.35,-2.9756248257031133,6.863509544107854,-0.49969361427596226
2.36,-2.9828241582729027,6.8509104912316126,-0.5478752456322198
2.37,-2.9908239281316185,6.838993652147149,-0.5962285879856992
2.38,-2.9995947410980692,6.827794840791642,-0.6448300414505539
2.39,-3.0091060820527504,6.817360252690472,-0.6936523705298754
2.4,-3.019325689963426,6.8077277016955335,-0.7426968802698397
2.41,-3.0302155556899817,6.798941868686027,-0.7919111776201149
2.42,-3.041735072465233,6.791028932292393,-0.8413540373350799
2.43,-3.0538393576287466,6.78402666075397,-0.8909737515160998
2.44,-3.066484433677314,6.777953548995216,-0.9408277889326442
2.45,-3.0796215004904406,6.772836971274321,-0.9908852418884351
2.46,-3.093199294357927,6.768693492583573,-1.0411680669138406
2.47,-3.1071618203054463,6.765536051079087,-1.0916933282975947
2.48,-3.121455645761461,6.763372180393949,-1.1424932290885792
2.49,-3.136021727903879,6.762216605726218,-1.1935004062466774
2.5,-3.150800694103869,6.76206633164586,-1.244755569877121
2.5100000000000002,-3.165733668405442,6.762926453744585,-1.2962029533324824
2.52,-3.1807592241323905,6.76478733433858,-1.347868668033712
2.5300000000000002,-3.195813635184752,6.7676395279512125,-1.399736835816519
2.54,-3.2108321613406647,6.7714636449604715,-1.4518322575043001
2.5500000000000003,-3.225750975336545,6.776243573277613,-1.5041181495264198
2.56,-3.240505285599404,6.78194882322358,-1.5566322225908706
2.57,-3.2550327586083045,6.788545728179496,-1.6094229157773583
2.58,-3.269269178542111,6.796009627976513,-1.6624035619755375
2.59,-3.283151823423387,6.8043025882358705,-1.7155684945814045
2.6,-3.2966189427549075,6.813382351053365,-1.7689124793875308
2.61,-3.309610036830049,6.823201063511268,-1.8224408349101182
2.62,-3.322066604205812,6.833710188688768,0.3838666356983964
2.63,-3.3339319827196556,6.8448557363248455,0.3300177521051211
2.64,-3.345151753114315,6.856580201216616,0.276020808030907
2.65,-3.3556741188933463,6.868822709093363,0.2218845486298875
2.66,-3.365448949863714,6.881511178097465,0.16756018994151844
2.67,-3.374431614643716,6.894584838188127,0.11309554953341916
2.68,-3.382273725618276,6.905284126824364,0.03777233440457195
2.69,-3.3887029523950933,6.911516628717818,-0.07385545270963689
2.7,-3.3942167013025184,6.917896540451283,-0.18559565586755156
2.71,-3.398784753691216,6.924341987132527,-0.2974808834689924
2.72,-3.4023838620311326,6.930785883053099,-0.40945024323364265
2.73,-3.4049934575009138,6.9371498988729225,-0.5214831110982487
2.74,-3.406598449310352,6.943356700553625,-0.6335649528971388
2.75,-3.407187418137127,6.949324467573238,-0.7457338570694887
2.7600000000000002,-3.406755385734339,6.954978765038744,-0.8579832819682949
2.77,-3.405302582941837,6.960247365621468,-0.9702550085730905
2.7800000000000002,-3.402834041544797,6.965055694856492,-1.0825404729752748
2.79,-3.399360375781543,6.96932952228757,-1.1948215012109742
2.8000000000000003,-3.3948960451022407,6.9729884275650935,-1.307189696867944
2.81,-3.389462997798642,6.9759780162439515,-1.41953070949382
2.82,-3.3830873346452055,6.978232164751509,-1.531842393693303
2.83,-3.3758015444386746,6.979686768699793,-1.6441234578110482
2.84,-3.3676393865185243,6.980278212170834,-1.756414165319157
2.85,-3.358641144768642,6.979958944553969,-1.8686899471846274
2.86,-3.3488534925540137,6.978681875179332,0.2790905599452955
2.87,-3.338328363961304,6.976402753975787,0.16694371293856136
2.88,-3.3271199266315676,6.973079324534789,0.0548624309520207
2.89,-3.31528487276408,6.968667184709474,-0.057248234440542944
2.9,-3.3028879043217696,6.963151292048629,-0.16927301819421103
2.91,-3.2899934167992884,6.956508787397787,-0.28121264995240125
2.92,-3.2766691670183077,6.948722850213068,-0.39306522802030486
2.93,-3.2629881905222744,6.939773037211889,-0.5048923753112291
2.94,-3.249021757834628,6.929646348787868,-0.6167737211664104
2.95,-3.234845564609929,6.9183394999979715,-0.7287534916033493
2.96,-3.2205395077949035,6.905884423242648,-0.8406539168271294
2.97,-3.206186023120763,6.892292367402085,-0.9525059417915784
2.98,-3.191857604644448,6.877574151729492,-1.0644117458376101
2.99,-3.177638244310266,6.861775770636013,-1.1762415137401732
3.0,-3.163599704594951,6.844908249392869,-1.2881549906065644
3.0100000000000002,-3.1498223668114305,6.827013446291959,-1.4001583425850157
3.02,-3.136384247446854,6.808157732932546,-1.5121063933755536
3.0300000000000002,-3.123363076551527,6.788396194905639,-1.6240070567902123
3.04,-3.1108122852015088,6.767724597704792,-1.7358725384455553
3.0500000000000003,-3.0987766210213974,6.746109015979799,-1.8476936961300723
3.06,-3.0873476370293726,6.723712207695684,0.30051114930265754
3.0700000000000003,-3.0766075182773256,6.700661648747216,0.18864567247707953
3.08,-3.066609770038917,6.677025628388501,0.07663886865769598
3.09,-3.0574146431762848,6.6529089511580874,-0.03538237314803894
3.1,-3.049071741089935,6.6283963632601814,-0.1474364961337642
3.11,-3.0416254809462564,6.603576788776925,-0.25952142109914433
3.12,-3.035114973982448,6.578538797391385,-0.3716560484943301
3.13,-3.0295743675470153,6.553376084783695,-0.48385273542257323
3.14,-3.0250316412503624,6.5281833854030005,-0.5961203903826942
3.15,-3.021506746863698,6.503053419149161,-0.7084781431090192
3.16,-3.019014214502562,6.47807893090221,-0.8209310051313565
3.17,-3.0175600517886023,6.4533352938002615,-0.9336130825088134
3.18,-3.0171455490641663,6.428915114437533,-1.0465136167923603
3.19,-3.0177654361386823,6.404920462103815,-1.1595465739701964
3.2,-3.019406588633136,6.3814365752333035,-1.2727226286664148
3.21,-3.022048899104597,6.358545615668959,-1.3860485244257177
3.22,-3.0256642332092523,6.336325698092137,-1.4995443846588543
3.23,-3.0302182819751846,6.314851152820044,-1.6132087753001443
3.24,-3.0356765462678377,6.294217235663238,-1.7268184222861933
3.25,-3.041991467195802,6.2744765194772345,0.4195400273736922
3.2600000000000002,-3.0491090636517657,6.255664541074374,0.3057047484982931
3.27,-3.056965507959324,6.237814070845657,0.19153822675759358
3.2800000000000002,-3.0655046090052145,6.220976853260762,0.07710114019661063
3.29,-3.074654708542898,6.2051976980561605,-0.0375394406319387
3.3000000000000003,-3.084343610201466,6.19050391510703,-0.15238607607575716
3.31,-3.0944962902233195,6.176915653476417,-0.26743681293901744
3.3200000000000003,-3.1050338341834323,6.164443746315708,-0.38270234636377864
3.33,-3.1158722220964714,6.153093555498067,-0.49817164069946074
3.34,-3.1269252648508137,6.142859975622063,-0.6138462379847169
3.35,-3.138106445053901,6.133730167434026,-0.7297231409314833
3.36,-3.1493267075037017,6.125667481854476,-0.8459160890761126
3.37,-3.16048514696954,6.118577284075087,-0.9628732271105918
3.38,-3.171508577075734,6.112499665946704,-1.0800587518271314
3.39,-3.1823062573538086,6.107390947358661,-1.1974231165545959
3.4,-3.1927976230133095,6.103201152102871,-1.3149688045369032
3.41,-3.2028967243141566,6.099870512351799,-1.4326758630720065
3.42,-3.2125235805947505,6.097333265173715,-1.5505375745998364
3.43,-3.2215983302818767,6.095515455106527,-1.668528564735773
3.44,-3.2300518410102788,6.094343445787791,-1.7866392358150378
3.45,-3.2378145404068404,6.09373047483291,0.355120743632682
3.46,-3.2448211184626983,6.093585967036828,0.23677861025995384
3.47,-3.2510141026871233,6.093798392296346,0.11814162224337821
3.48,-3.256344122598042,6.094298194378336,-0.0005658717418413062
3.49,-3.260765453983849,6.094983388827558,-0.11934644450762022
3.5,-3.2642412706580535,6.095757766952014,-0.2381719264110771
3.5100000000000002,-3.266741768283183,6.096523043030187,-0.35703135733905356
3.52,-3.268244213921171,6.097180655162621,-0.47591036784364604
3.5300000000000002,-3.2687333948988346,6.097629755285595,-0.594794344105253
3.54,-3.268202528661324,6.097771286319341,-0.713669000166135
3.5500000000000003,-3.2666534203284376,6.097507779906259,-0.8325238679127622
3.56,-3.2640947901768245,6.0967424419107115,-0.9513626552795316
3.5700000000000003,-3.2605421170478746,6.095374376637004,-1.0703284417480177
3.58,-3.2560242073464813,6.093337612555549,-1.1892327194426215
3.59,-3.250575304688202,6.090553332706266,-1.308060974127926
3.6,-3.2442329979431976,6.086950788605419,-1.4268173603873393
3.61,-3.237046930810797,6.082463847413052,-1.5454735714258163
3.62,-3.2290693523810807,6.0770334009056715,-1.6640304314406293
3.63,-3.2203636558364543,6.070605638026786,-1.782480823619096
3.64,-3.2109970307792284,6.063136081351855,0.35917588076898
3.65,-3.201042368761492,6.054591230581881,0.24095609858689215
3.66,-3.1905780641795967,6.044929873570409,0.12278196673759112
3.67,-3.179680248715006,6.034129737676558,0.004567100473067853
3.68,-3.168438744177016,6.022201706302763,-0.11352490101654666
3.69,-3.1569414771838047,6.009147004610712,-0.23149508707390254
3.7,-3.145278473580646,5.99497682069366,-0.3493421978919855
3.71,-3.133540857824287,5.9797101988476395,-0.46707665907842966
3.72,-3.121821302689804,5.963377220661894,-0.5846999759502438
3.73,-3.1102115989857992,5.946016573829182,-0.7022183523157963
3.74,-3.098801326101323,5.927674872296876,-0.8196390509397489
3.75,-3.087676980423394,5.908405773626768,-0.9369702734407213
3.7600000000000002,-3.0769232277291536,5.888270626179002,-1.0542213686723159
3.77,-3.066624398619543,5.867340988456293,-1.1714028645362546
3.7800000000000002,-3.0568584172881534,5.845693013926516,-1.2885294430559355
3.79,-3.047698462391944,5.8234102690827125,-1.4056062329880419
3.8000000000000003,-3.0392118262556753,5.80056594344582,-1.5227512192107895
3.81,-3.0314583121844607,5.777259460225148,-1.6399272043124142
3.8200000000000003,-3.024494426306304,5.75359154878757,-1.7571138868737748
