0.01,0.39030038
0.02,0.407394721
0.03,0.403714974
0.04,0.39735307
0.05,0.394898257
0.06,0.394235653
0.07,0.393048068
0.08,0.391642031
0.09,0.390161031
0.1,0.38867552
0.11,0.387220654
0.12,0.385813577
0.13,0.384458102
0.14,0.383164296
0.15,0.38192803
0.16,0.380747483
0.17,0.379620081
0.18,0.378542923
0.19,0.377513001
0.2,0.376527401
0.21,0.375583247
0.22,0.374677885
0.23,0.373808816
0.24,0.372973718
0.25,0.372170441
0.26,0.371534339
0.27,0.370926259
0.28,0.370344476
0.29,0.369787449
0.3,0.369253742
0.31,0.368742039
0.32,0.368251107
0.33,0.367779788
0.34,0.367327048
0.35,0.366891912
0.36,0.366473475
0.37,0.366070896
0.38,0.36568341
0.39,0.36531025
0.4,0.364950753
0.41,0.364604282
0.42,0.364270244
0.43,0.363948079
0.44,0.363637292
0.45,0.36333734
0.46,0.363047787
0.47,0.362768201
0.48,0.362498174
0.49,0.362237338
0.5,0.361985294
0.51,0.361741718
0.52,0.361506285
0.53,0.36127869
0.54,0.361216966
0.55,0.361318781
0.56,0.361420651
0.57,0.361522594
0.58,0.36162461
0.59,0.361726716
0.6,0.361828876
0.61,0.362179633
0.62,0.362521549
0.63,0.362863536
0.64,0.363205576
0.65,0.363547705
0.66,0.363889904
0.67,0.364232156
0.68,0.364574495
0.69,0.364916905
0.7,0.365259384
0.71,0.365601932
0.72,0.365944549
0.73,0.366287235
0.74,0.366629971
0.75,0.366972794
0.76,0.367315685
0.77,0.367658643
0.78,0.368001669
0.79,0.368344745
0.8,0.368687905
0.81,0.369031132
0.82,0.369374426
0.83,0.369717786
0.84,0.370061213
0.85,0.370404687
0.86,0.370748244
0.87,0.371091868
0.88,0.371435538
0.89,0.371779291
0.9,0.372123109
0.91,0.374653546
0.92,0.382244858
0.93,0.398922868
0.94,0.420891922
0.95,0.442860976
0.96,0.464830029
0.97,0.486799083
0.98,0.508768137
0.99,0.53073719
1,0.552706244
1.01,0.574675298
1.02,0.596644351
1.03,0.618613405
1.04,0.640582459
1.05,0.662551512
1.06,0.687373843
1.07,0.714610297
1.08,0.744163362
1.09,0.775958228
1.1,0.809936253
1.11,0.846050901
1.12,0.884264878
1.13,0.924548179
1.14,0.966876602
1.15,1.011230671
1.16,1.056703217
1.17,1.104144655
1.18,1.153578119
1.19,1.204817565
1.2,1.257570662
1.21,1.312305761
1.22,1.36902055
1.23,1.403370093
1.24,1.381128123
1.25,1.360076662
1.26,1.340102236
1.27,1.321106361
1.28,1.303002772
1.29,1.285715766
1.3,1.269178179
1.31,1.253330971
1.32,1.238121065
1.33,1.223501433
1.34,1.209429485
1.35,1.195867345
1.36,1.182780382
1.37,1.170137545
1.38,1.157910511
1.39,1.14607356
1.4,1.134603082
1.41,1.123477506
1.42,1.112677175
1.43,1.102184081
1.44,1.091981286
1.45,1.082053614
1.46,1.072386658
1.47,1.062967142
1.48,1.053783148
1.49,1.044823056
1.5,1.036076258
1.51,1.027533079
1.52,1.019184156
1.53,1.011021002
1.54,1.003035359
1.55,0.995219951
1.56,0.98756747
1.57,0.980071474
1.58,0.972725445
1.59,0.965523755
1.6,0.958460601
1.61,0.951530931
1.62,0.944729664
1.63,0.938052288
1.64,0.931494127
1.65,0.925051198
1.66,0.918719495
1.67,0.912495023
1.68,0.906374525
1.69,0.900354322
1.7,0.894431358
1.71,0.888602378
1.72,0.88286447
1.73,0.877214989
1.74,0.871651116
1.75,0.8661704
1.76,0.860770252
1.77,0.855448379
1.78,0.850202637
1.79,0.84503087
1.8,0.839930926
1.81,0.834900974
1.82,0.829939084
1.83,0.825043411
1.84,0.820212264
1.85,0.815443931
1.86,0.810736816
1.87,0.806089434
1.88,0.801500296
1.89,0.796967954
1.9,0.792491088
1.91,0.788068271
1.92,0.783698326
1.93,0.779379949
1.94,0.775111961
1.95,0.770893321
1.96,0.76672273
1.97,0.762599347
1.98,0.758522038
1.99,0.754489683
2,0.750501498
2.01,0.746644645
2.02,0.742826161
2.03,0.73905088
2.04,0.735317863
2.05,0.731626257
2.06,0.727975273
2.07,0.724364241
2.08,0.720792191
2.09,0.717258553
2.1,0.713762486
2.11,0.710303248
2.12,0.706880361
2.13,0.703493004
2.14,0.700140543
2.15,0.696822329
2.16,0.693537863
2.17,0.690286396
2.18,0.687067548
2.19,0.68388066
2.2,0.680725099
2.21,0.677600434
2.22,0.674506148
2.23,0.671441653
2.24,0.668406575
2.25,0.66540034
2.26,0.662422477
2.27,0.659472527
2.28,0.656550193
2.29,0.653654815
2.3,0.650786058
2.31,0.647943558
2.32,0.645126889
2.33,0.64233558
2.34,0.639569235
2.35,0.63682762
2.36,0.634110313
2.37,0.631416772
2.38,0.62874682
2.39,0.626100113
2.4,0.623476206
2.41,0.620874824
2.42,0.618295681
2.43,0.615738348
2.44,0.613202629
2.45,0.610688217
2.46,0.608194609
2.47,0.605721738
2.48,0.603269232
2.49,0.600836786
2.5,0.598424167
2.51,0.596031089
2.52,0.593657182
2.53,0.591302316
2.54,0.588966239
2.55,0.586648576
2.56,0.584349119
2.57,0.58206772
2.58,0.579804036
2.59,0.577557878
2.6,0.575328875
2.61,0.573117046
2.62,0.570922064
2.63,0.568743592
2.64,0.566581571
2.65,0.564435648
2.66,0.562305633
2.67,0.560191454
2.68,0.558092789
2.69,0.556009572
2.7,0.553941386
2.71,0.551888162
2.72,0.549849702
2.73,0.54782588
2.74,0.54581633
2.75,0.543821054
2.76,0.541839746
2.77,0.539872346
2.78,0.537918484
2.79,0.535978197
2.8,0.534051239
2.81,0.53213742
2.82,0.5302366
2.83,0.528348622
2.84,0.526473253
2.85,0.524610417
2.86,0.522759885
2.87,0.520921537
2.88,0.519095225
2.89,0.517280796
2.9,0.515478104
2.91,0.513687008
2.92,0.511907319
2.93,0.510138927
2.94,0.508381705
2.95,0.506635459
2.96,0.504900123
2.97,0.503175479
2.98,0.501461441
2.99,0.499757845
3,0.498064608
3.01,0.496488463
3.02,0.494963681
3.03,0.493448209
3.04,0.491941992
3.05,0.490444902
3.06,0.488956858
3.07,0.487477809
3.08,0.486007638
3.09,0.484546278
3.1,0.483093653
3.11,0.48164967
3.12,0.480214272
3.13,0.478787358
3.14,0.477368893
3.15,0.475958742
3.16,0.474556845
3.17,0.473163165
3.18,0.47177762
3.19,0.470400102
3.2,0.469030564
3.21,0.467668961
3.22,0.466315186
3.23,0.46496919
3.24,0.463630894
3.25,0.462300249
3.26,0.460977189
3.27,0.459661631
3.28,0.458353525
3.29,0.457052801
3.3,0.455759399
3.31,0.454473269
3.32,0.453194321
3.33,0.451922535
3.34,0.45065783
3.35,0.44940014
3.36,0.44814942
3.37,0.446905599
3.38,0.445668639
3.39,0.444438461
3.4,0.443215026
3.41,0.441998288
3.42,0.440788174
3.43,0.439584647
3.44,0.438387638
3.45,0.437197077
3.46,0.436012962
3.47,0.434835215
3.48,0.433663778
3.49,0.432498607
3.5,0.431339658
3.51,0.430186867
3.52,0.429040204
3.53,0.427899605
3.54,0.426765032
3.55,0.425636438
3.56,0.42451377
3.57,0.423396983
3.58,0.42228604
3.59,0.421180868
3.6,0.420081465
3.61,0.418987745
3.62,0.417899695
3.63,0.416817246
3.64,0.415740394
3.65,0.414669035
3.66,0.41360316
3.67,0.412542759
3.68,0.411487738
3.69,0.410438081
3.7,0.409393734
3.71,0.40835467
3.72,0.40732085
3.73,0.406292202
3.74,0.405268731
3.75,0.404250388
3.76,0.403237104
3.77,0.402228852
3.78,0.401225636
3.79,0.400227346
3.8,0.399234018
3.81,0.398245555
3.82,0.397261951
3.83,0.396283159
3.84,0.395309156
3.85,0.394339875
3.86,0.393375341
3.87,0.392415431
3.88,0.391460178
3.89,0.39050953
3.9,0.389563443
3.91,0.388621892
3.92,0.387684826
3.93,0.386752249
3.94,0.385824081
3.95,0.384900327
3.96,0.383980916
3.97,0.383065856
3.98,0.382155074
3.99,0.381248569
4,0.38034629
4.01,0.379448226
4.02,0.378554334
