0.01,0.380808467
0.02,0.397902808
0.03,0.39422306
0.04,0.387861157
0.05,0.385406344
0.06,0.38474374
0.07,0.383556155
0.08,0.382150118
0.09,0.380669118
0.1,0.379183607
0.11,0.377728741
0.12,0.376321664
0.13,0.374966189
0.14,0.373672383
0.15,0.372436117
0.16,0.37125557
0.17,0.370128168
0.18,0.36905101
0.19,0.368021088
0.2,0.367035488
0.21,0.366091334
0.22,0.365185972
0.23,0.364316903
0.24,0.363481805
0.25,0.362678528
0.26,0.362042426
0.27,0.361434346
0.28,0.360852563
0.29,0.360295536
0.3,0.359761829
0.31,0.359250126
0.32,0.358759194
0.33,0.358287875
0.34,0.357835135
0.35,0.357399999
0.36,0.356981562
0.37,0.356578983
0.38,0.356191497
0.39,0.355818337
0.4,0.35545884
0.41,0.355112369
0.42,0.354778331
0.43,0.354456166
0.44,0.354145379
0.45,0.353845427
0.46,0.353555874
0.47,0.353276288
0.48,0.353006261
0.49,0.352745425
0.5,0.352493381
0.51,0.352249805
0.52,0.352014372
0.53,0.351786777
0.54,0.351725053
0.55,0.351826868
0.56,0.351928738
0.57,0.352030681
0.58,0.352132697
0.59,0.35204166
0.6,0.351950678
0.61,0.352108292
0.62,0.352257065
0.63,0.352405909
0.64,0.352554806
0.65,0.352703792
0.66,0.352852849
0.67,0.353001957
0.68,0.353151154
0.69,0.353300421
0.7,0.353449757
0.71,0.353599162
0.72,0.353748637
0.73,0.35389818
0.74,0.354047773
0.75,0.354197453
0.76,0.354347201
0.77,0.354497017
0.78,0.3546469
0.79,0.354796832
0.8,0.35494685
0.81,0.355096935
0.82,0.355247086
0.83,0.355397303
0.84,0.355547586
0.85,0.355697918
0.86,0.355848333
0.87,0.355998813
0.88,0.35614934
0.89,0.356299951
0.9,0.356450626
0.91,0.35887449
0.92,0.366146083
0.93,0.382145554
0.94,0.403237107
0.95,0.42432866
0.96,0.445420212
0.97,0.466511765
0.98,0.487603318
0.99,0.50869487
1,0.529786423
1.01,0.550877976
1.02,0.571969529
1.03,0.593061081
1.04,0.614152634
1.05,0.635244187
1.06,0.660182202
1.07,0.68753434
1.08,0.717203089
1.09,0.749113641
1.1,0.783207349
1.11,0.819437682
1.12,0.857767344
1.13,0.898166329
1.14,0.940610437
1.15,0.985080191
1.16,1.030668421
1.17,1.078225543
1.18,1.127774692
1.19,1.179129822
1.2,1.231923409
1.21,1.286658507
1.22,1.343373297
1.23,1.37772284
1.24,1.35548087
1.25,1.334429409
1.26,1.314454983
1.27,1.295459108
1.28,1.277355519
1.29,1.260068512
1.3,1.243530926
